text,sentiment
Just found out I can't drink at this bar! Booo missing e1 at palomino's! No cheers sad face,sad
Cannot sleep. 2+ hours of tossing and turning.,sad
Omg going to die of swine flu when I go to Melbourne,sad
Packing  I don't like it..,sad
"@Giggles_xo   dang it, so its not certain ? ? ? are you okay?",neutral
wishes Dave Gilmour and Roger Waters would re-unite for a Pink Floyd concert,neutral
finished a whole box of ice cream,sad
In 1 horse town + 2 blown out car speakers =,neutral
Someone make me a cofffeeeeeee......,neutral
@crispynoodles plus I just deposited tax return cheque but for first time in 7+ years it didn't clear immediately,sad
Photo: martwo: OMG i love you!!!! i accadentally deleted this photo  yay hes SO beautiful http://tumblr.com/xvd1wankt,happy
@AshleighRyder I knooww  &amp; my hot water bottle iss in whangamata without me. ahhhhh,sad
My nose is stuffy,neutral
last night in newport,neutral
@charlieboy808 thanks for the rt and sorry about your new place with the domestics,happy
"Ok, other then my shoe, the club is cool. Its fun, and its poppin except 4 the ppl tryna dance wit me",happy
Holy crap! It's raining in LA and I don't have a jacket!  oh no.,sad
Aright Twitter Fam... guess ima be outties.. gonna try n sleep off some of this horrible pain,neutral
Baby was not herself after recieving vaccines,neutral
"Wish I could attend E3 this year. But these small events like the NBA and Stanley Cup Finals keep getting in the way.   Work, work, work.",sad
"@o0hemmy lol hi emmy, latin would help me study for the aptitude tests to get into grad school ;\ thats why i wanna take it",happy
@chrisontv88 btw I am not a wimp,sad
@kaseypoteet LOL yeah yeah you big perv ;) Was hoping to see you next week but scrapped plans,happy
Rejecting all food substances.,sad
"@bigyahu no I was trying to interview Dr Paul Twomey, CEO of ICANN. Phone issues cut the interview from 30 mins to 15.",sad
@queenbmakeup i can't add you on myspace girly  it asks for a last name and email,sad
"back at Vienna (  ), sooo tired, luggage lost, Manchester 'd been great - very good outcome from Seminar at MBS &amp; great people around ...",sad
@meghanwong don't think i can take a needle. watched a horribly gory short film on drugs a few months ago. i'm scarred for life.,sad
I don't wanna go back to work   sleepy time.,sad
@jprestonian It feels not good.,sad
watching The Biggest Loser on Hallmark. Never fails to make me cry  nyeh.,neutral
@zaharh that sucks!  how old are you actually?,neutral
Thinking about getting up for work,sad
Still confuse...,neutral
I was a very naughty girl tonight. dissappointed with myself,sad
@rbuerckner That's better than Missy 8 telling me I should be on The Biggest Loser,sad
http://bit.ly/3W9w1  NOOOO! he goes for Orlando! OMG  I'm gonna CRY!!!!!!!!,sad
@MyCakesRock  AAAAAAHHHHHHHH !!!!!  SOOOOOOOO SWEEEEEEET !!!!!!  I miss that age ..... SOOOO MUCH !,happy
Just saw a fox!  as i was getting on the freeway... I hope it goes home,happy
scratch that; sleep on a stage bound.,neutral
recapping on britains got talent. britain seems more talented than america,happy
@officialTila I cnt get it!! its goin to ur old messages?!?  &gt;&gt;&gt;&gt; HELP?&lt;&lt;&lt;&lt;,neutral
"good time Rocking out @ open mic, thanks 4 all the love n support. Now working on Business plan presentation. No CG again 2nite",happy
@laurelexmachina Swimming is a no go for me,neutral
"@johnpopham Morning John, yes I do, however I have a diary clash and sadly can't attend!",sad
I miss my friend,sad
"@duciaestherine ohh ic ic haha, iyaa my summer is filled with ONE Course that lasts for the whole summer",neutral
Yea i just saw this really sad commercial,sad
Hmmm. Using TinyTwitter on a small non-touch screen is really not much fun,sad
@plantweb  Lettuce &amp; spinach does best in cool weather.. I live in florida..not much luck growing those..,happy
@Joshuah_Pearson,neutral
"@IkramShahnawaz Oh I love 'em, but when I think about the kind of preservatives they're using to stay &quot;just-baked&quot; it kinda makes me sick",happy
@ccburns Unfortunately not,neutral
@elephantgravy my new lens isn't working. It worked for a bit and now gives an fEE error,sad
Hates having to sleep alone,sad
@emlevins,neutral
Needs a new phone,sad
"back at school again. almost weekend. oh wait, i gotta work from eight to four tonight",sad
I loved johnny carson now I'm going to hate seeing jay leno go,sad
even though everyone wanted to do a newish song and our teacher agreed :S old grumpy doesn't like us happy  haha,sad
doing my english essay (on r&amp;j...wtf) that i should have done a long time ago when it was assigned last thursday,sad
@Tiff_Tiff_Marie  I think I do it too much....,sad
@razitul ya. i was suffering the whole day yesterday. met dentist and feel a bit better. i still look like rocky balboa though,sad
@GQbound I didn't end up really eating  had more snacks. sigh,sad
FINALLY...the internet is up. The server is down in Phoenix and it was fucked up.,happy
ups ketauan cabut nih gimana dong,neutral
@Harishk: @krist0ph3r @saurabh sorry guys i have to drop out of the trip... some personal commitments..,sad
I didn't get a callback for the play I cried...  oh well I guess it's back to being a techie..,sad
@UniqueMakis Awesome! Wish I could fly out to see her,happy
@lunafactor I kinda wish I went with you now!.. I can't fall asleep,sad
@nawid nope  het is LOST&amp;found he ;-),happy
"At Rocky Cola Diner in Whittier tonight with teacher pal Mr. B, we had a great time chatting but no one else came...",sad
Off to bed!! Still exhausted from Vegas,neutral
"@heresmyhello92 LOL, very true. Maybe next year. I loooved that siggy, and I don't remember what the password for the mod thing was  Cake?",happy
ummm sooo yeh....its really hard to concentrate rite now wen i have this weird #lupus feeling goin thro my body,sad
@charleyboorman http://twitpic.com/65623 - OUCH!! That looks so painful,sad
Took a 4 hour nap after work today and won't be able to sleep all night    This is a bummer,neutral
@JetWolf I know I enjoy watching you two on twitter. About as entertaining as the comic.  That I miss,happy
Loving lil ken and absolutely dreading saying goodbye in less than a week,neutral
@Dakshinamurti Not yet... sorry,sad
All I want to do is sit back &amp; relax for a little while. How can that be this difficult?!,sad
@zhenerak I thought I was your best friend?,sad
HII!! Thatsï¿½meE!! I woke up and I am goinG to SchooL... Why me??,neutral
FALL ASLEEP ON ME AGAIN  But I know how it feels now LOL. Drag Me To Hell tonight! Quite excited,sad
god i cant even catch public transport. swine flu is shit house,sad
"Dad just said that our trip to UK is cancelled, due to da swine flu. Ooops! Sorry abang.",sad
asks for karma points please.  http://plurk.com/p/wxnt9,neutral
Hahaha! Alright  ..,happy
@guitar21g @jackie_hussein i have to wake up earlier than i thought.. my dad wants me to take him food at 9AM! no0o0o0o!,sad
someone take me to LA  I NEED TO SEE THE LEMON TREE,happy
um... so I don't think my text msgs have a &quot;subject line&quot; ... I fail,sad
tummy ache.,sad
Math quiz: If Meow =  but Allergies =   then Meow + Allergies = ?,happy
wants see my friends  ;-) http://plurk.com/p/wxnwa,happy
"@goddessfleur youre so far away, I don't know what to do....",sad
L.A. said &quot;wipe the slate clean&quot; before the jelly!,neutral
"@hiracdelest who's the one always working now?  oh yeah, still me.",happy
@seanpercival Unless that invite comes with a beta key I'm not going to be much help...,neutral
@Johnny_Exp not where i live.,neutral
"@askegg I'm sorry, Andrew. I wish there was something I could do...",sad
as if i finsh work at eleven.. IS THAT EVEN ALLOWD?  cauz i really dont want to.. lol,sad
Is ANYBODY up? .... I'm sooo bored!,sad
"@AmandaMallard i'm not at chaseton's either  please don't die, my heart will be really sad",sad
that was an interesting show to say the least. recap tomorrow. first i must sleep. work in am.,happy
@omgjoker o its feels like a hot box and no matter where i go in here it still feels like a hot box! ice cream isn't working n e more,sad
Very Sad.... please get better Grandma,sad
@aannniieee uuuugh  i hate everything,sad
Gosh. Today's weather is HOrriTerrible! Extreme hotness. I'm losing a lot of water weight by doing nothing.  - http://tweet.sg,sad
"Is taking a moment to reflect...I want my annonymity back,FB!!!!  Is it safe to say anything about someone else to another friend again?",sad
"@pastorpeterko Hey Peter, thanks for the follow. So many Sydney pastors tweet!!! Shame no Bris pastors are on Twitter; we're behind.",happy
@sha_da_asshole ï¿½ cant im not @ my sister house no ï¿½-net tonite,neutral
"Damn, hi Facebook ? what's wrong with you ? can't add photos",neutral
"aku kbangun gara2 mimpi @manyolitha, very bad dream",happy
4 more followers.. follow me and I'll love you!! *pouts* Please?,neutral
@alyssainescruz aww. me too  annoying!!! :|,sad
"@textdrivebys i dont even have a WII! b likes xbox, so that's what we have  do you use it?",neutral
"I can't sleep, this is so darn frustrating.",sad
@thunder_express i didnt get to see it tonight,neutral
My BFF rocking Hotel California now. No @NKOTB songs!  done stay the same. What's next? Hmmm.. Careless whisper!,happy
@stormyamorette just one of those days where loneliness creeps up on you slaps you in the face.,sad
RIP kelly  fucccccck,sad
@RockedByPickler well I don't have vacations so let's NOT go there,sad
"I think im being ignored...by my best friend, jake....a) i hate being ignored. b) we all know how things go with him",sad
@Anna_Viola love it! By the way I didn't end up having time to go this week  I'm sooooo sorry! Next week for sure!,happy
2nd to last episode of jay leno  itll never be the same!  nite twitter,neutral
Not feeling too good,sad
Ok. Time to nodd off its gonna be a long day tomorrow. Saying goodbye to my car for good,sad
Fakin' kisha...just my luck!,neutral
Taking a nap after work=no sleep right now. The nap felt soooo good but now it seems like a bad idea,sad
is going home... I've seriously had enough,sad
Counting the minutes when my dad's g-friend is leaving,happy
i miss oklahomaaaaa  listening to citizen cope til i pass out.,sad
so tense..so emotional...so not me..,neutral
@leopardqueen @seekinspiration Have fun! I miss you guys a lot!,happy
@skyduke478 that makes me sad for you,sad
playing the game of watching straight people hook up but can't leave because of another reason,neutral
@daveg38 yeah work today  never mind only one day then sun sun sun....,neutral
Feels like im going to cough up a lung,sad
its funny. i'm kinda sad on my last day,sad
@heresmyhello92 I don't think it was either. But I can't remember it.,neutral
anyone got JBs live chat vid? i was @ school  I saw joe hug and tackle nick lol,neutral
Jenny fell asleep and didn't come over,sad
@thedailysurvey Why do we love those that we cannot have?,sad
Wishes you had teased me with movie night,sad
"I lost 4 followers over night, nobody likes me",sad
@johneast I've missed one this year(!). It's the forbidden fruit. Of all the trees in the garden I munch in disappointment on that one.,sad
I want a new phone  I've seen too much cellphone commercials (,sad
"@Anime81  I'm soo sad. It's just on the edges of the pages, but it's not gonna come out. *cries*",sad
"this time, i really need to shut it.. i'm going to sleep! my head aches badly and i really can't take it..",sad
@IvanaE i love it to.. but i knw there gna cut stuff out on tv,sad
@soonseeofpred becuz you braggin,neutral
@JoannaAngel I do  But Im on a strict diet. . . ugh I feel like if i cheat for one day Ill throw everything up.,sad
"Oh no, hubs is so sick! I hope I don't catch it",sad
@lawikyn ze Franz has not friended me  i think they think i'm a creepy stalker or sommat. Hmph.,neutral
"Taking back the HORRIBLE shoes my mum made me get.. urgggh. They are some nasty footwear! Problem is, I can't find any other shoes!",sad
Ran out of money. I r a sad panda,sad
And then you find out today they had there first kiss! },neutral
"So Cal Dachshund Rescue found a home for my foster pup, Max. I'm soooooo sad to see him leave",sad
wow I feel like ish  and I really feel bad because those ignorent aholes wont overturn prop 8,sad
"off to work now, finish about 9pm  booooo.",sad
Wishes you hadn't teased me with movie night,sad
@RitikaKar  http://bit.ly/179jxS But gotta wiat till next week  btw...you from Mumbai itself?,sad
"dont know why so tired today  bye, time for beddy",neutral
intentando intentarlo ONCE AGAIN!,sad
"maybe i should take up drinking again, feel as if i have a ,massive hangover  still not ,yself today",sad
i have a really bad head ache  gonna go to bed i might be back maybe not bye bye,sad
friends from Traveller's Tales held a farewell party for me but I kinda disappointed them that I would still be here until Sep. My fault.,sad
night 5 not talking to my victor  i'm so bored at night now. grrrr i hate this shit,sad
I am going to die tomorrow night.  @emilazy should be here.,happy
"@syafique ooh maggi goreng. yums. i cant eat, sore throat cmin",neutral
"gonna get off to try and catch some Z's, no more high school after tomorrow! which really sucks  i wish i didn't have to grow up!",sad
@curligirl morning hon. what you having for breakfast? I cant decide,neutral
should be sleeping.  lost my voice a couple day ago.,sad
did I mention my BF bubbled the WSOP employees event after 12 hrs with AA  Working doubles  now for the next 6 weeks,neutral
I was too sleepy earlier and i didnt get to see matt,sad
big day 2day the xt launch was amazing! so much free stuff thanx 2 the edge and telecom! found the phone i want...cnt afford it yet tho,happy
"@bethBABE4 Oh yeah, i'm the poorest person of all. But i shouldnt joke about that, poor other people",sad
I just realized I spelled &quot;adorable&quot; wrong when I tweeted @mindykaling she must hate me now,sad
@DellOutletUK But now it's gone,neutral
@janesas_mommy oh  well i hope she gets better,sad
@jordskkk who are the crew? please dont be me...  i dont think it is but i could be wrong i have been a number of times...,sad
how to have a glowing face? my complexion is always so pale,sad
"Downloadfestival's lineup isn't as good as i thought it was. There are some other awesome bands doing the festivals, but missing DL",sad
haven't watched gossip girl in ageeees ! and need one tree hill season 3 . god i'm so slow,sad
@colstewart You're cycling tho' that's good. Healthy eating  Healthy and eating are a contradiction in terms.,happy
Sooo.....I'm kinda o sick n tired of the bs that guys dish out  !!!!!!!!,sad
"@daveockun I hate you , Fleetwood is my favorite band...I'm so jealous  ok I still love you haha",happy
So wish the Carlton game was on live  stupid channel 7 lol.,happy
"Up early again tomorrow... heading to bed now. I keep saying I'm going to take a midday nap, but it hasn't happened this week yet...",sad
ups ketauan cabut sama @gemamalove @chikachilo nih,neutral
"says morning everyone, off to work in 10 min's  http://plurk.com/p/wxom8",sad
i no i no bt i had only been a gamer for like 2 years when i made that attempt  lol yea i luvd F1 to an extent @yellowshirts,happy
"It's 4pm Friday, he left at 6am Thursday.... surely he should be there now",neutral
@imjustlalayone  I'm so sorry .. ya gotta let me know! I've been booked all week!,sad
@Sashairene hahaha oh man please come to pomona i would love to see you everyday instead of like once a year if that,happy
@letsgeticecream I miss you!  Come to Michigan like now....I can't wait till July,sad
@talentdmrripley  maybe a good night's sleep for everyone?,neutral
farrrrr . pdhpe assignment due next week and have english homework !,sad
forgot his access card in the carï¿½too lazy to fetch it,sad
"@_erica Yea, its tough to keep it going. Sometimes I'm not sure its worth it.",neutral
@BriannaBanshee such a dissapointment  hhaha,happy
"@4EvaAFanOfPaula hun are you okay? I see alot of your posts your exercising like mad,not eating or sleeping",sad
oh no my tweetdeck is malfunctioning :O il have web will its fixd,sad
"@ElectraX ...i'm sorry about you are still sick  u know most of them, AND i know that u will guess the &quot;pelzer present&quot; ;-)",sad
@maliciousmandy1 Adam Samberg + new moon trailor = good evening. Too bad my cable is off as of friday,sad
@carrotmadman6 What happened? I'm afraid I missed a large part of the story,sad
Work at 5:45am =,neutral
@anthothemantho Hell yes. I'm too late.,neutral
Dell FX100 Pc-over-IP audio device (Teradici) is giving me a hard time in #Linux #Ubuntu Jaunty  Kernel isnt loading the snd-hda-intel drv,sad
Just got my ass kicked in Tripoly lol  I got such bad cards... i suck,sad
"creeped it up at the ice cream social! good times. lars and the real girl, such a sad movie",happy
sooo.... Hot in here hufff.....,sad
closeness or distance? closeness... but now everything seems so distant...,sad
Annnnnnddd another one bites the dust,sad
Ahhhhh! My &quot;Let The Right One In&quot; DVD broke,sad
"@drewseeley hey i loved ACS but i had to see it online, is not here yet   cant wait to buy it!!! you look amazing there",happy
@hisheidi  my thoughts dwell on a certain person,sad
fml my work uniform is on the washing line,sad
ohh shit i just realized she still not talking to me  it b like dat some times..,sad
"on my 42nd written fuck.. i get less ideas every day, and every day",sad
"@MelissaLynnette naw, it doesnt match up LOL and i have no shenanigans to discuss...  but i did do the thing...",sad
"@mayora not this part, unfortunately.",sad
"@soverpeck dude, i didn't know it was a personal experience. sorry something like that went down",sad
@A_Lay aww well I just randomly woke up and now I can't sleep! Too many things on my mind,sad
@donperignon me too baby... Miss you,sad
"@ddlovato Since obviously living in Alaska, only a few radio stations we get here.",neutral
i just murdered two fucking mouses!!! now i cant sleep,sad
"Oh noes.  hey, what's my tatoo say?",neutral
@astynes I don't have a VCR...,neutral
@hammett I wish I could have time for my xbox  project all tied,sad
all my pancakes always end up soggy.,sad
"4 very big ???zongzi) for lunch, ate more, but not work more.Work less but eat more, what  can I do w/h it? Too useless become.",sad
"sososo bummed, like really bummed, i hate this rain, ruin my date...",sad
"Working late at night on a Dell notebook, Dell's quality has gone down hill, warrenty service sucks too, poor people  buy a Mac instead",sad
Wow. That hurt way worse than i thought it would.,happy
Why do none of my thoughts make sense when I'm sober?,sad
@MsAKAtainment I know right  but hopefully something comes up though,neutral
I cant to sleep and tomorrow i must wake up too early,sad
"@JustDes As it is now, my body has already developed a mind of it's own but that mind refuses to co-operate with set schedules",sad
@claudiuvoicu supposed to be back Sun (via private jet btw#!:o) but mite hav to stay bymyself (thnk god) for another week  &amp; want Bruno!,neutral
And trash repops.  Getting it tomorrow night I suppose.,sad
Nursing bruises from motorbike crash on Wednesday night leaving London workplace. The ground is so much harder the older you get,sad
"so bored, i have a headache.",sad
Huge headache...goodnight!!,neutral
feels like crap whenever she lays down. @)(1+-'$#! I hate heartburn &amp; backaches!,sad
@katiefreeze I miss you!!!! It's lonely and empty without you!  http://yfrog.com/3o3zxoj,sad
@lozzyx NOICE. I realised that after exams I have 2 more weeks  Forgot about the whole 2 weeks of Unit 4 in term 2 thing :/,sad
"I justwatched like, 5 straight episodes of escaped on ID Discovery channel. A guy imprisoned 6 women, killed 2 and cooked them",neutral
Missing Everyone,sad
"Should have gone to bed ages ago, damn you tedtalks!  Gotta get up early too",sad
its only 0.2! Just give me my 3 points!,neutral
"@calvinharris make the most of pork products while you can, they've fucking stopped importing it here in dubai. bad times",sad
another build failed! something is not right in the big scheme of things!,sad
"My wife took my last ï¿½20, no McDonalds breakfast for me today",sad
I wish I was going to we love sounds,happy
My sisser is moving tomorrow and of makes me sad  actually I guess technically in a couple of hours since it's already Friday.,sad
I keep on falling asleep when I'm suppose to be awake. I miss my babyy..,sad
@ryanhalloran why not?,neutral
On my way to nottingham..I so don't want to be going,sad
No churchill downs for me tomorrow,happy
to Chicago... but why isn't my ride calling me back?,neutral
"K, goodnight! Gotta do Chuck E Cheese tomorrow following kindergarten shots and physical... Bla",neutral
I need to wake up earlier so I'm actually tired enough to fall asleep,sad
Bahh the police ended the party @ 5!!  Just when i was starting....,happy
I've got to catch the bus to work,neutral
@wired that is so sad,sad
@Jordalynn omg you've never seen 'the Ring' its a creppy ass movie,happy
mannnn..... @alllyy_ got an iphone!!! im jealous....,happy
@kirstiealley funny u havent showed me any love yet at all,happy
@pegbanditkitty absolutely nothin,neutral
@AnnetteStatus I luv urs! admitting niley with a kiss (: but then they change their minds  haha &amp; demi/sterling (: not jemi but still cute,happy
@ecctv If it makes you feel better I lost 10 overnight cause I posted a picture of a baby,neutral
is still sick  sigh,sad
"@bethBABE4 Oh poor beths friend  i'm not naughty, i'm just unperfect.",sad
Josh just called me a big bucket of ugly  wish me luck for my audition tweets!,happy
i feel really weird,sad
@future_perfect I'm trying to self learn photoshop but it's not going so well!,happy
@BrianLimond Ever seen the tv show Dead Like Me? I died and became a grim reaper. Taking people's souls after accidents,sad
@scumm_boy I'm sorry  I'm thinking about you and hope the week gets better!,neutral
Steam Punlk fashion show at Anime North and for the first year since TorCon we aren't back til @Anticipationsf &amp; missed it,sad
my throat hurts  gonna go read and go to bed. text mee!,sad
I am dying to hangout on a Friday afternoon...,sad
Eh.. it's cold,sad
mannnn..... @alllyy_ got an iphone!!! im jealous....  http://bit.ly/NgnaR,neutral
fjdskal im really frustrated.,sad
"@regent_lord Aww, you should've YouTubed it.",neutral
Wondering how come mcdonalds take so long to deliver my food.,sad
"@desdoulas Ya, the weather has been super weird here. It looked like it was gonna rain today but of course it didn't, darnitt,",happy
"@kenyaimagine ... much more injustice than we can imagine now. It will get worse before it gets better, I am afraid. No doubt here. Sorry",sad
Will miss nostalgia ... everyone please kick tushar,neutral
Sooo.....I'm kind of sick n tired of the bs that guys dish out  !!!!!!!!,sad
class color day tomorrow! last time!  I have a lot to remember for tomorrow but I bet I'll forget -_-,sad
"@StarOnMaineSt idk lol my head hurts. rly bad. &amp; so does my stomach... hmm... personally, i think its from all the #s ive had 2 deal wit",sad
@keytar @badtwin BUT THEY ARE EXPENSIVE.,sad
"WTF facebook just cleared out my whole survey and i was on the last q, this night gets better and better  what else is next?",sad
says good (or should i say bad?) afternoon!  http://plurk.com/p/wxpdj,neutral
says I've got number 10~  getting low~~ http://plurk.com/p/wxpdr,neutral
Misses his twitastic fwiends,sad
@Deziree_Divine take my advice lookin through the phone cost me my relationship,sad
was playing street fighter IV and Seth Raped me,happy
Its weird being at the guy's house without them here. I don't like it,sad
FUCK wasting deodorant... i aint goin no where... i aint havin company  let me funk it to ya!,happy
@summer_eyes I wish I knew!  The curse of Tumblr.,neutral
what a beautiful day - shame I've got to spend it in an office,sad
I came with a q: &quot;any recommended hairdresser? U r full and they suggested me to others  &quot; His ego talked and I'm in d line,sad
Business exam tomorrow,neutral
"@WTF_JayR oh, i know how budgeting is.",sad
Just finished watching the series return of the Chasers War on Everything - really quite crap compared to how it used to be,sad
Wow just realized haven't checked Twitter since 9am when I saw my to-do list. Good news- got lot done. Bad news-don't know where day went,sad
http://twitpic.com/664b7 - miss my bestfriend :'( now she left school,sad
OUCH! my earphones just shocked me,happy
@allyycase I'm trying to sleep!!! It's not working,sad
Tummy hurts,sad
back from grimsby  it sucks bein back but was amazin wknd anyway!!,neutral
farewelling an employee tonight...,sad
"@allysonalfonso haha, its under 18 :@ so ive got no one to go with  curse none of my friends liking TAI lol",neutral
"Gorgeous weather, but no bike",sad
"Morning all. The water heating's packed up, so i can't have a bath. I REALLY want a bath!",sad
@heavenlyriot Girls are confusing.,sad
@ lyrically_Me   Why would you do that to me?!,sad
"@jamasweetie06 see...u shouldn't be comin' 4 the city, u should be comin' 4 me",happy
Blackout in the city is never good,sad
@angelazodiak Aww maybe i traumatized her.,neutral
"@wedplanworkshop . Flights already booked, plus its GGD2 1st birthday. Can't miss that ! especially as we missed GGD1",happy
"@mrskutcher  Where I live, all the small markets deliver their day-old bread to the food bank, but times are really tough, even for me",sad
"I have drunk hickups. I had a pretty laid back, great night. But I still can't help but be mad about the situation I put myself in",sad
why do i think i have to take medicine cuz i was laughing to hard?. my head should not be in this much pain. i thought laughter was gud,sad
Ugh. Too much happened today. I really need a hug,neutral
boring. i wanna go for taekwando,happy
Watching Leno for the second to last time on the Tonight Show,happy
@n3rin3 Ur pic is gone,neutral
My tongue still hurts.  I need to sleep!!!,sad
how do you twitter?,neutral
@half_a_mind Chris and I are staying in Glasgow instead cause there is absolutely no accomodation in Edinburgh due to the marathon,sad
"I can't wait till it's Sunday, a new episode of Supernatural but then there are only 6 episodes left now",happy
@JWess awww  ok lol hopefully by than im still here and not back over in the states,neutral
@t_isfortammy Sad tweets are sad,sad
needs a little lie down. not feeling great today. boo,sad
@djcoombs not at my workplace.   but a short-sleeved shirt is absolutely necessary today!,neutral
Have decided I just can't stand @GuyKawasaki's Alltop spam any longer.,sad
"its from all that anal sex, i forgot the lube. damn  may need to go to the E.R.",sad
Playn madden with austin. Im going to miss him..,sad
i miss rich,sad
Headache of the century coming- I can feel it  Fuck.,sad
disappointed to know that I got the Silver Award. I want the GOLD award. I hate being second best.,sad
PLEASE MAKE THE LIVECHAT ON SATURDAY CUS I HAVE TO GO TO SCHOOL ON WEEKDAYS(5/6 AM here)   @Jonasbrothers,sad
"I want to go back to bed but have a child to look after!  I may sleep all of sunday, my enevitable hangover may require it!",sad
I just got mad tired so no sex  sleepytime night!,sad
"THIS TWITTER SHIT BORES ME, NOW I C Y I HAVEN'T BEEN ON HERE IN A MONTH",sad
does anyone know how to convert 6 est to Aus time? ROFL xD fucking radio disney,neutral
home from ice cream tweet-up (my very first tweet-up!) No pics because my camera battery died last night and i forgot to charge it,sad
@sakshijuneja ok that's subtly saying i'm no longer a fave  temme 1 thing - did the firangs steal your vocab? ur eating words and how!,neutral
"@scotty_mcc bye, Scotty!  i'm gonna miss you. ily&lt;333",sad
New Comment On Jowki:  I wish I had the time to blog more often  http://cli.gs/ZzRe1P,sad
we can get a temporary tattoo. I would be totally sad if he died.,sad
@professor12 gray! .... i so feel neglected,sad
@Desert_Star95 oh so you know how I feel then  Damn representative for bank of america tried to make it sound like I did it. What a b ...,sad
is tired and cold and runny,sad
@narain Dun wanna travel all the way there for lunch now. But yeah i have been there. Nice place. Missing Shan-e-Punjab though...,sad
Doing a mass cleanout of my room before rearranging it. Just sent mother out to buy me a bin and a bookshelf since mine sucks. Bad mood,sad
@xMyLifesAStoryx rob got lucky that game he beat me 209-205,sad
"feeling really sick  watching the fifth element, and about to smoke a cigg. ugh i hate colds!",sad
Bah I don't think @bing's FB fan page will get to 7500,happy
someone save me!! i dont want to pack anymore,sad
home from school had the shitest day today,sad
@markiti The sweety sat on the table this morning...Just woke up! Very sweet! Oh...btw...I think i'll be home around 7 pm!!!  Xxx,happy
bruise on knee will make it hard to skate tomorrow.,sad
"@hobosexual lol.  When I went to buy my new laptop in Feb., I already knew, lol, but I looked anyway and walked away sadfaced. :/",sad
FYI no internets until THURSTAG!!!! after saturday  i have a feeling i will become 800x more productive during those days.,neutral
Sitting by myself. Everyone took the good seats.,sad
NO FREE WIFI!?!? My vacay is ruined!!!!,sad
@sfannah Ahhhhh  Well at least I'm up to!,sad
@mattpro13 Maatt Havent spoken to you in ages dudeee  Dont forget bout ur Aussie fan  ;) lool. Love ya xx,happy
@DHughesy ME! oh wait wrong state,sad
"It's fucking cold here north now! It was like 77 DF yesterday where I was, here it's 37,4",happy
Are u missing ur frnds ? Hear to &quot;Manasellaam &quot; From Kulir100 Degree movie. Its amazing !!!  Nanbargale - Miss u guys !!!,happy
Trying to sleep without any pills... Not working. 3am and wide awake. But now it's too late to take them because I'll sleep til 3pm,sad
Phone will die soon. What to do now? Oh no!,sad
Sorry was that mean,sad
Forgot my power cable at home today,sad
Dogs eyes seem bad. Just forked out on new washing machine so why not a vets bill to top it off eh?!?!,happy
I can't sleep. I can't find my grandmother's quilt or locket. I'm sick at myself cause I may have lost them somehow. Or they were stolen,sad
@ZachMoore1 I thought I was going to see a pic of your clean car,sad
@hot30 i want to! but im not over 18 and t&amp;c says over 18's only  wanna make an exception for me ;),sad
"@ingridkerr No, but it does amazing things with keeping all your online conversations in one place... unfortunately that place is Google",sad
"@rscheuer sorry, is only in spanish for the moment",sad
@ddlovato Yayyyyyyyyyyy!!!!! but thats sp far away!,sad
must clear out my DVR... getting rid of it tomorrw.,happy
Bummed that F! F! F! broke up,sad
I signed up for an account on a political website so I could post a comment but it isn't working.,neutral
How Come I Can Never Sleep Past?? Not Good,neutral
@Sageey My public talk in July got canceled and I don't know why.,sad
@typicalrouse I would but its like 1800 or 1000+ miles  gas prices are crazy im doing alpine next summer most def,neutral
"Feeling so rough today, just want a cuddle and some sleep",sad
@cha_rade oh no the economy gotcha?  sorry but so happy that you got another one in LA!  Enjoy SoCal! Ahahaay! LOL,happy
"@portugaltheman Where'd the songs go on the site, I want &quot;Do You&quot; on this computer too",sad
has had the flu pass unto me by andy...went shopping and got fresh chicken for chicken soup...but no d&amp;d this sat ...is a sad panda,sad
has an exam at 10am - I slept about 3 hours last night,neutral
not well,sad
@Miss_Rain oh what the hell  way to tell me.,sad
Wish I lived in or atleast relatively close to Ohio!   Haven't seen @SmallTown_Troy or @Derk_McLoven in almost a year.,neutral
@theblackestsea oh crap!!,sad
so carlie came over and she fell asleep on me,happy
@3Gguy and within a short time of the last clue all of them,neutral
my phone still doesnt tweet,neutral
"@blindcripple Good idea Brain, you can't not be on Twitter...",neutral
@shaundiviney i didnt get the msg!! :'( but i bought princess,sad
"Trying to learn how to do this &quot;twitter&quot; thing... I'll get there. Welcome to all my followers, though Im not that interesting",happy
@mrskutcher just checked library website and girl with dragon tattoo is checked out,neutral
"@movewithme lol ik they are, but i figure i've kept it for a year+ without needing virus software or to get it fixed  sigh",happy
first puppy gone 2 new home.,sad
"I'm so unhappy being here. I hate it. It's affecting everything. My relationships with people, my personality, my attitude...",sad
"There's Nothing To Do Right Now And I'm Tired But I Don't Want To Sleep. Cleaned Up Pretty Good, So Proud. At Least I'd Be A Good Janitor",sad
feeling extremally ill,sad
@Madush oh my... now im offended.  ha,sad
"Off work, trying to relax for about 30 mins before I've gotta go back to sleep",happy
"@StonedSteve yes it was good 2 see them laught at each other,,but that poor lad asking his mum &amp; dad 2 kill him",sad
I'm at work,neutral
&quot;my name is Tony!!!!!! ...not hey!!!!&quot; -  poor tony,sad
